#T/K Taveraged/K integrand/(eV K^2) rho/A^-3 potentialEnergy/(eV) P/bar Ptarget/bar v/A^3
1720 1720.94312851 -9.01176285258224e-07 0.251012657860103 -4.36727925861269 599135.950143305 600000 3.98386283992631 16.7801125169858 8.90178956405957 10.1122914878821 90 90 90
1745 1742.17036563758 -8.7517637743062e-07 0.250812419873011 -4.36312204068835 598691.656775425 600000 3.9870433868718
1780 1780.36013346794 -8.3653220583211e-07 0.250656798296384 -4.3604010469159 600628.910664131 600000 3.989518763491 16.8662410834588 8.93380609828063 10.3399152373602 90 90 90
1800 1803.73695051869 -8.13094763390718e-07 0.250570037206259 -4.3571702292592 600319.603782133 600000 3.9909001537037 16.9302488142497 8.89492317261095 10.1830532026217 90 90 90
1820 1817.8673127511 -7.93484342299965e-07 0.250374259856444 -4.35058547920718 599929.801249518 600000 3.99402079340491 22.9467658884259 23.6542002948515 22.7586011570499 90 90 90
1840 1837.00069742166 -7.74719407958897e-07 0.250027639158579 -4.34754236975495 600111.546071817 600000 3.99955782234841 23.0056830890508 23.4316517758189 22.7782016578887 90 90 90
1860 1859.99502972509 -7.5452237196217e-07 0.249847755434408 -4.34659576833708 599727.234429423 600000 4.00243739737148 22.9310626111301 23.419964252355 22.8070663853077 90 90 90
1880 1878.99390714064 -7.37042304799604e-07 0.249844156838752 -4.34381066609593 600696.259929744 600000 4.00249504592335 22.7801883338311 23.5939875474429 22.926324612788 90 90 90
1900 1898.87746551293 -7.20419980553842e-07 0.249540609933634 -4.34104038820354 599693.87770021 600000 4.0073637724375 22.5867736385614 23.7934171677298 22.9458097689839 90 90 90
1920 1923.5804465098 -6.99360940174227e-07 0.249370421647506 -4.33899672875319 601127.280392868 600000 4.0100986852945 22.9761203499432 23.4971135806268 22.8817423861276 90 90 90
1940 1939.73041523417 -6.87691370295209e-07 0.249327667618365 -4.33663403665943 599348.689278057 600000 4.01078632609141 22.8091791758871 23.6747932833406 22.902992340831 90 90 90
1960 1961.30869544058 -6.69511881070968e-07 0.249150446668828 -4.33372084487607 601487.306772139 600000 4.01363920221746 22.7173199450332 23.5180820559804 23.0055357812823 90 90 90
1980 1985.15759612474 -6.52536744058818e-07 0.248804603843431 -4.33212804537665 600073.078188969 600000 4.0192182321083 22.6977785787466 23.8078116799093 22.7786286426247 90 90 90
2000 1996.76177114699 -6.4408278217297e-07 0.248689340354507 -4.33017969547352 600249.025088701 600000 4.02108107478389 22.835910373261 23.5262503618787 22.78830806706 90 90 90
